scheme_id,scheme_name,description,benefits,eligibility_criteria,documents_required,application_link,state_applicability,crop_types,farmer_category,scheme_type,required_documents
TN_UZHAVAN_001,Uzhavan App Services (Tamil Nadu),Integrated mobile application for farmers,"This program offers significant advantages such as 17+ services including machinery booking. Furthermore, it offers crop insurance. Additionally, the scheme provides market prices. Moreover, beneficiaries receive real-time advisory.",Eligibility for this program is extended to farmers in tamil nadu.,"Mobile number, Aadhaar card",Download Uzhavan App,Tamil Nadu,All Crops,"Small,Marginal,Large",Advisory,"Mobile, Aadhaar"
KER_NADAPU_001,Nadapu Scheme (Kerala),Organic farming promotion with subsidies,"This program offers significant advantages such as subsidies for organic inputs. Furthermore, it offers natural farming support. Additionally, the scheme provides certification assistance.",The scheme is designed to benefit organic farmers in kerala.,"Aadhaar card, Bank account, Land records",https://keralaagriculture.gov.in,Kerala,All Crops,"Small,Marginal,Large",Organic,"Aadhaar, Bank account, Land docs"
KER_KG_001,Keragramam Scheme (Kerala),Integrated coconut garden management,"Under this scheme, beneficiaries are entitled to subsidy for climbing devices. Furthermore, it offers fertilizers. Additionally, the scheme provides irrigation. Moreover, beneficiaries receive cluster-based approach.",Eligibility for this program is extended to coconut farmers in kerala (cluster based).,"Land documents, Bank account, Aadhaar card",https://keralaagriculture.gov.in,Kerala,Coconut,"Small,Marginal,Large",Production,"Land docs, Bank account, Aadhaar"
AP_YRB_001,YSR Rythu Bharosa (Andhra Pradesh),Investment support for farming,"This program offers significant advantages such as direct financial assistance per acre. Furthermore, it offers support for inputs.",The scheme is designed to benefit land-owning farmers in andhra pradesh.,"Aadhaar card, Bank account, Land records (Pattadar passbook)",https://annadathasukhibhava.ap.gov.in/,Andhra Pradesh,All Crops,"Small,Marginal,Large",Financial Support,"Aadhaar, Bank account, Pattadar passbook"
AP_FCIS_001,YSR Free Crop Insurance Scheme (AP),Zero premium crop insurance,"Under this scheme, beneficiaries are entitled to no premium from farmers. Furthermore, it offers natural calamity coverage. Additionally, the scheme provides government pays premium.",This scheme is primarily targeted at all farmers in andhra pradesh.,"Aadhaar card, Bank account, Land records",https://www.govtschemes.in/ysr-free-crop-insurance-scheme#google_vignette,Andhra Pradesh,All Crops,"Small,Marginal,Large",Insurance,"Aadhaar, Bank account, Land docs"
AP_RBK_001,YSR Rythu Bharosa Kendras (AP),Village-level input supply centers,"Under this scheme, beneficiaries are entitled to quality seeds. Furthermore, it offers fertilizers. Additionally, the scheme provides pesticides at doorstep. Moreover, beneficiaries receive expert advisory. It also aims to ensure one-stop shop.",Applicants must fall under the category of all farmers in andhra pradesh.,Aadhaar card,Visit nearest RBK,Andhra Pradesh,All Crops,"Small,Marginal,Large",Advisory,Aadhaar
PB_PBPK_001,Pani Bachao Paise Kamao (Punjab),Incentive for saving electricity and water,"The scheme provides comprehensive support including direct payment for saved electricity units against quota. Furthermore, it offers water conservation reward.",Applicants must fall under the category of farmers with tube wells on specific feeder lines in punjab.,"Electricity connection details, Bank account, Aadhaar card",https://wsstest.pspcl.in/wss/panibachao,Punjab,"Rice,Wheat","Small,Marginal,Large",Financial Support,"Electricity bill, Bank account, Aadhaar"
PB_DSR_001,Direct Seeded Rice Scheme (Punjab),Promotion of water-saving rice cultivation,"Under this scheme, beneficiaries are entitled to ₹40000 subsidy per dsr machine. Furthermore, it offers water conservation focus. Additionally, the scheme provides technology adoption support.",This scheme is primarily targeted at all rice farmers in punjab.,"Aadhaar card, Bank account, Land records",https://agri.punjab.gov.in/,Punjab,Rice,"Small,Marginal,Large",Technology,"Aadhaar, Bank account, Land docs"
TS_MK_001,Mission Kakatiya (Telangana),Tank restoration and irrigation improvement,"Under this scheme, beneficiaries are entitled to restoration of minor irrigation tanks. Furthermore, it offers enhanced water storage. Additionally, the scheme provides increased irrigation area.",This scheme is primarily targeted at farmers in ayacut areas of telangana.,"Land documents, Aadhaar card",https://missionkakatiya.cgg.gov.in,Telangana,All Crops,"Small,Marginal,Large",Infrastructure,"Land docs, Aadhaar"
OD_MP_001,Mo Pokhari (Odisha),Farm pond creation for irrigation,"Key benefits of this initiative include subsidy up to 50% for farm pond. Furthermore, it offers life-saving irrigation. Additionally, the scheme provides rainwater harvesting.",Applicants must fall under the category of farmers in odisha.,"Land Record (RoR), Aadhaar, Bank Passbook",https://agri.odisha.gov.in/en/schemes-agriculture/agriculture?field_agriculture_sector_and_sch_target_id=2623,Odisha,All Crops,"Small,Marginal,Large",Infrastructure,"Land records, Aadhaar, Bank passbook"
OD_BALARAM_001,Balaram Yojana (Odisha),River lift irrigation and groundwater support,"This program offers significant advantages such as river lift irrigation projects. Furthermore, it offers groundwater irrigation support. Additionally, the scheme provides irrigation infrastructure.",Eligibility for this program is extended to farmers in odisha.,"Land records, Aadhaar card, Bank account",https://agri.odisha.gov.in/en/schemes-agriculture/agriculture/BALARAM,Odisha,All Crops,"Small,Marginal,Large",Infrastructure,"Land docs, Aadhaar, Bank account"
MP_BBY_001,Bhavantar Bhugtan Yojana (MP),Price deficiency payment scheme,"The scheme provides comprehensive support including direct payment of price difference between msp and modal rate. Furthermore, it offers bank transfer.",Applicants must fall under the category of farmers in mp selling notified crops.,"Mandi sale receipt, Aadhaar, Bank account, Registration",https://mpkrishi.mp.gov.in,Madhya Pradesh,"Pulses,Oilseeds,Maize","Small,Marginal,Large",Financial Support,"Sale receipt, Aadhaar, Registration"
RAJ_SOLAR_001,Rajasthan Solar Pump Scheme,Solar irrigation pump subsidy,"The scheme provides comprehensive support including 90% subsidy for small farmers. Furthermore, it offers clean energy promotion. Additionally, the scheme provides reduced electricity cost.",Eligibility for this program is extended to small and marginal farmers in rajasthan.,"Aadhaar card, Bank account, Land records",https://rajkisan.rajasthan.gov.in/,Rajasthan,All Crops,"Small,Marginal",Subsidy,"Aadhaar, Bank account, Land docs"
RAJ_DRIP_001,Rajasthan Drip Irrigation Subsidy,Subsidy for drip irrigation systems,"The scheme provides comprehensive support including up to 70% in drought-prone areas. Furthermore, it offers 50% in other areas. Additionally, the scheme provides water conservation.",Applicants must fall under the category of all farmers in rajasthan.,"Aadhaar card, Bank account, Land records, Water source proof",https://rajkisan.rajasthan.gov.in/WebsiteNew/dripirrigation.html,Rajasthan,All Crops,"Small,Marginal,Large",Subsidy,"Aadhaar, Bank account, Land docs"
HP_HKY_001,Him Krishi Yojana (Himachal Pradesh),Cluster-based agricultural development,"The scheme provides comprehensive support including horticulture focus. Furthermore, it offers cluster development. Additionally, the scheme provides technology adoption.",The scheme is designed to benefit farmers in hp.,"Aadhaar card, Bank account, Land records",https://agriculture.hp.gov.in,Himachal Pradesh,"Fruits,Vegetables,Horticulture","Small,Marginal,Large",Production,"Aadhaar, Bank account, Land docs"
HP_SSY_001,Saur Sinchai Yojana (HP),Solar irrigation scheme,"Under this scheme, beneficiaries are entitled to 90% subsidy for small/marginal farmers. Furthermore, it offers 80% for medium/large farmers. Additionally, the scheme provides solar pump installation.",Eligibility for this program is extended to all farmers in himachal pradesh.,"Aadhaar card, Bank account, Land records",https://www.apnikheti.com/en/pn/govt-schemes-details/saur-sinchai-yojana,Himachal Pradesh,All Crops,"Small,Marginal,Large",Subsidy,"Aadhaar, Bank account, Land docs"
UK_NMMI_001,NMMI Uttarakhand,Micro-irrigation mission for hill agriculture,"Under this scheme, beneficiaries are entitled to 50% subsidy for small/marginal farmers. Furthermore, it offers 40% for others. Additionally, the scheme provides special equipment for hilly terrain.",Eligibility for this program is extended to all farmers in uttarakhand.,"Aadhaar card, Bank account, Land records",https://agriculture.uk.gov.in,Uttarakhand,All Crops,"Small,Marginal,Large",Subsidy,"Aadhaar, Bank account, Land docs"
CG_RGKNY_001,Rajiv Gandhi Kisan Nyay Yojana (Chhattisgarh),Input cost support scheme,"Key benefits of this initiative include per acre financial assistance. Furthermore, it offers direct cash transfer. Additionally, the scheme provides support for farming inputs.",Applicants must fall under the category of all farmers in chhattisgarh.,"Aadhaar card, Bank account, Land records",https://kisan.cg.nic.in/,Chhattisgarh,All Crops,"Small,Marginal,Large",Financial Support,"Aadhaar, Bank account, Land docs"
CG_GODHAN_001,Godhan Nyay Yojana (Chhattisgarh),Cow dung purchase scheme,"The scheme provides comprehensive support including government purchases cow dung at ₹2/kg. Furthermore, it offers organic manure production. Additionally, the scheme provides additional income source.",Eligibility for this program is extended to cattle owners in chhattisgarh.,Aadhaar card,Contact local Gauthans,Chhattisgarh,All Crops,"Small,Marginal,Large",Financial Support,Aadhaar
ASSAM_MKSSY_001,Mukhya Mantri Krishi Sa-Sajuli Yojana (Assam),Farm mechanization scheme,"This program offers significant advantages such as 80% subsidy on farm equipment. Furthermore, it offers focus on small farmers. Additionally, the scheme provides technology adoption.",This scheme is primarily targeted at small farmers in assam.,"Aadhaar card, Bank account, Land records",https://agri-horti.assam.gov.in,Assam,All Crops,"Small,Marginal",Technology,"Aadhaar, Bank account, Land docs"
JH_BGVY_001,Birsa Harit Gram Yojana (Jharkhand),Integrated watershed development,"This program offers significant advantages such as watershed development. Furthermore, it offers livelihood enhancement. Additionally, the scheme provides integrated farming.",Applicants must fall under the category of farmers in jharkhand.,"Aadhaar card, Bank account, Land records",https://www.jharkhand.gov.in/agriculture,Jharkhand,All Crops,"Small,Marginal,Large",Sustainability,"Aadhaar, Bank account, Land docs"
MOVCD_001,Mission Organic Value Chain Development for North Eastern Region,Organic farming promotion in NE states,"Key benefits of this initiative include organic certification support. Furthermore, it offers market linkages. Additionally, the scheme provides cluster-based approach. Moreover, beneficiaries receive value chain development.",Eligibility for this program is extended to farmers in north-east states.,"Aadhaar card, Bank account, Land records",https://agriculture.nagaland.gov.in/movcd/,North East States,All Crops,"Small,Marginal,Large",Organic,"Aadhaar, Bank account, Land docs"
NHB_001,National Horticulture Board Schemes,Comprehensive horticulture development,"Key benefits of this initiative include area expansion. Furthermore, it offers protected cultivation. Additionally, the scheme provides post-harvest management. Moreover, beneficiaries receive technology demonstration.",Eligibility for this program is extended to horticulture farmers nationwide.,"Aadhaar card, Bank account, Land records, Project proposal",https://nhb.gov.in/,All States,"Fruits,Vegetables,Flowers,Spices","Small,Marginal,Large",Production,"Aadhaar, Bank account, Project proposal"
VANILLA_001,Vanilla Promotion Scheme,Promotion of vanilla cultivation,"Under this scheme, beneficiaries are entitled to subsidy for planting material. Furthermore, it offers curing sheds. Additionally, the scheme provides market linkage. Moreover, beneficiaries receive technical support.",Eligibility for this program is extended to farmers in kerala. The scheme also covers karnataka. It is applicable to tamil nadu.,"Land documents, Spices Board registration, Aadhaar",https://pmfme.mofpi.gov.in/pmfme/#/Register-New-User,All States,Vanilla,"Small,Marginal,Large",Production,"Land docs, Spices Board registration"
FLOR_001,Commercial Floriculture Scheme,Promotion of commercial flower cultivation,"The scheme provides comprehensive support including subsidy for polyhouse. Furthermore, it offers planting material. Additionally, the scheme provides protected cultivation. Moreover, beneficiaries receive market access.",The scheme is designed to benefit floriculture farmers.,"Land documents, Project report, Aadhaar, Bank account",https://nhb.gov.in/highlights/application-form-for-LOI.html,All States,"Floriculture,Rose,Gerbera,Carnation","Small,Marginal,Large",Production,"Land docs, Project report, Aadhaar"
APPLE_001,Apple High Density Plantation,Promotion of high density apple orchards,"Under this scheme, beneficiaries are entitled to subsidy for imported rootstocks. Furthermore, it offers trellis system. Additionally, the scheme provides higher productivity technology.",The scheme is designed to benefit apple growers in j&k. The scheme also covers hp. It is applicable to uttarakhand.,"Land documents, Orchard details, Aadhaar, Bank account",https://horticulture.jk.gov.in/pdf/HDAP-Scheme.pdf,All States,Apple,"Small,Marginal,Large",Production,"Land docs, Orchard details, Aadhaar"
CITRUS_001,Citrus Development Scheme,Expansion of citrus fruits cultivation,"Key benefits of this initiative include subsidy for planting material. Furthermore, it offers high-density planting. Additionally, the scheme provides integrated pest management.",Eligibility for this program is extended to citrus growers.,"Land documents, Bank account, Aadhaar",https://nhb.gov.in/OnlineApplication/Online_Registration_Intermediate_Page.aspx,All States,"Citrus,Orange,Lemon,Lime","Small,Marginal,Large",Production,"Land docs, Bank account, Aadhaar"
MILLET_001,National Mission on Millets,Promotion of millets for nutritional security,"This program offers significant advantages such as incentives for production. Furthermore, it offers processing support. Additionally, the scheme provides value addition. Moreover, beneficiaries receive market linkage.",Applicants must fall under the category of millet farmers.,"Land documents, Bank account, Aadhaar",https://nfsm.gov.in/,All States,"Millets,Bajra,Jowar,Ragi","Small,Marginal,Large",Production,"Land docs, Bank account, Aadhaar"
COCONUT_001,Coconut Development Board Schemes,Comprehensive coconut development,"Under this scheme, beneficiaries are entitled to productivity enhancement. Furthermore, it offers market development. Additionally, the scheme provides technology demonstrations. Moreover, beneficiaries receive processing support.",This scheme is primarily targeted at coconut farmers.,"Aadhaar card, Bank account, Land records",https://coconutboard.gov.in/ApplicationForms.aspx#aep,All States,Coconut,"Small,Marginal,Large",Production,"Aadhaar, Bank account, Land docs"
RUBBER_001,Rubber Board Schemes,Support for rubber cultivation,"Key benefits of this initiative include subsidy for new planting. Furthermore, it offers replanting. Additionally, the scheme provides technology adoption. Moreover, beneficiaries receive market information.",This scheme is primarily targeted at rubber growers.,"Aadhaar card, Bank account, Land records",https://rubberboard.gov.in/menuview,All States,Rubber,"Small,Marginal,Large",Production,"Aadhaar, Bank account, Land docs"
TEA_001,Tea Board Schemes,Development of tea sector,"Under this scheme, beneficiaries are entitled to subsidy for new planting. Furthermore, it offers replanting. Additionally, the scheme provides quality improvement. Moreover, beneficiaries receive market promotion.",Eligibility for this program is extended to tea growers.,"Aadhaar card, Bank account, Land records, Tea garden registration",https://onlineapps.teaboard.gov.in/,All States,Tea,"Small,Marginal,Large",Production,"Aadhaar, Registration certificate"
COFFEE_001,Coffee Board Schemes,Comprehensive coffee development,"The scheme provides comprehensive support including subsidy for new planting. Furthermore, it offers replanting. Additionally, the scheme provides processing equipment. Moreover, beneficiaries receive quality certification.",This scheme is primarily targeted at coffee growers.,"Aadhaar card, Bank account, Land records, Grower registration",https://coffeeboard.gov.in/,All States,Coffee,"Small,Marginal,Large",Production,"Aadhaar, Grower registration"
NHM_001,National Horticulture Mission,Holistic horticulture development,"Under this scheme, beneficiaries are entitled to area expansion. Furthermore, it offers protected cultivation. Additionally, the scheme provides post-harvest infrastructure. Moreover, beneficiaries receive market development.",The scheme is designed to benefit all horticulture farmers.,"Aadhaar card, Bank account, Land records",https://www.myscheme.gov.in/schemes/midh,All States,"Fruits,Vegetables,Flowers","Small,Marginal,Large",Production,"Aadhaar, Bank account, Land docs"
NLM_001,National Livestock Mission,Livestock development and productivity enhancement,"Under this scheme, beneficiaries are entitled to breed improvement. Furthermore, it offers fodder development. Additionally, the scheme provides skill development. Moreover, beneficiaries receive risk coverage.",The scheme is designed to benefit livestock farmers.,"Aadhaar card, Bank account, Animal registration (if applicable)",https://nlm.udyamimitra.in/Home/PreApplication,All States,Livestock,"Small,Marginal,Large",Allied Sector,"Aadhaar, Bank account"
RGM_001,Rashtriya Gokul Mission,Indigenous cattle breed conservation and development,"This program offers significant advantages such as breed conservation. Furthermore, it offers productivity enhancement. Additionally, the scheme provides gokul grams establishment. Moreover, beneficiaries receive breed multiplication.",This scheme is primarily targeted at cattle farmers.,"Aadhaar card, Bank account, Animal details",https://dahd.gov.in/schemes/programmes/rashtriya_gokul_mission,All States,Cattle,"Small,Marginal,Large",Allied Sector,"Aadhaar, Bank account"
DAIRY_001,Dairy Entrepreneurship Development Scheme,Promotion of dairy entrepreneurship,"Key benefits of this initiative include subsidy for dairy units. Furthermore, it offers loan assistance. Additionally, the scheme provides technology support. Moreover, beneficiaries receive market linkage.",Eligibility for this program is extended to farmers. The scheme also covers dairy entrepreneurs.,"Aadhaar card, Bank account, Project proposal",https://dahvs.odisha.gov.in/dairy-development/,All States,Dairy,"Small,Marginal,Large",Allied Sector,"Aadhaar, Project proposal"
POULTRY_001,Poultry Venture Capital Fund,Support for poultry farming,"Key benefits of this initiative include financial assistance for poultry units. Furthermore, it offers subsidy support. Additionally, the scheme provides technical guidance.",This scheme is primarily targeted at farmers. The scheme also covers entrepreneurs.,"Aadhaar card, Bank account, Project report",https://nlm.udyamimitra.in/Login/AgencyRegistration,All States,Poultry,"Small,Marginal,Large",Allied Sector,"Aadhaar, Project report"
SUFAL_BANGLA_001,Sufal Bangla (West Bengal),Vegetable marketing and cold chain,"Key benefits of this initiative include cold storage. Furthermore, it offers marketing infrastructure. Additionally, the scheme provides fair price to farmers. Moreover, beneficiaries receive retail outlets.",Eligibility for this program is extended to vegetable farmers in west bengal.,"Aadhaar card, Bank account, Farmer registration",https://wb.gov.in/,West Bengal,Vegetables,"Small,Marginal,Large",Market Access,"Aadhaar, Farmer registration"
KRUSHAK_PORTAL_001,Krushak Odisha Portal,Unified farmer registration and scheme access,"This program offers significant advantages such as single registration for all schemes. Furthermore, it offers input procurement. Additionally, the scheme provides scheme benefits tracking.",This scheme is primarily targeted at all farmers in odisha.,"Aadhaar card, Mobile number, Bank account",https://cmkportal.odisha.gov.in/Farmer/Registration,Odisha,All Crops,"Small,Marginal,Large",Technology,"Aadhaar, Mobile, Bank account"
KAR_SANJEEVINI_001,Sanjeevini Scheme (Karnataka),Free power supply for agriculture,"This program offers significant advantages such as free electricity for agricultural pumpsets. Furthermore, it offers scheduled power supply. Additionally, the scheme provides subsidy benefit.",This scheme is primarily targeted at farmers with pumpsets in karnataka.,"Electricity connection details, Aadhaar card, Land records",https://kass.karnataka.gov.in/42/beneficiary-enrolment/en,Karnataka,All Crops,"Small,Marginal,Large",Subsidy,"Electricity connection, Aadhaar"
KAR_BHOOCHETANA_001,Bhoochetana Scheme (Karnataka),Soil health improvement program,"The scheme provides comprehensive support including soil testing. Furthermore, it offers micronutrient application. Additionally, the scheme provides balanced fertilization. Moreover, beneficiaries receive yield improvement.",Eligibility for this program is extended to all farmers in karnataka.,"Aadhaar card, Land records",https://swdcorp.karnataka.gov.in/ADCLPortal/schemedetail/LPS,Karnataka,All Crops,"Small,Marginal,Large",Advisory,"Aadhaar, Land docs"
KAR_RVN_001,Raitha Vidya Nidhi (Karnataka),Scholarship for farmers' children,"The scheme provides comprehensive support including annual scholarship ₹2500 to ₹11000. Furthermore, it offers encourage higher education. Additionally, the scheme provides support for students.",Applicants must fall under the category of children of registered farmers in karnataka.,"Student ID, Farmer ID of parent, Aadhaar, Educational certificates",https://yuvakanaja.in/agriculture-en/raita-vidyanidhi-yojana/,Karnataka,All Crops,"Small,Marginal,Large",Financial Support,"Student ID, Farmer ID, Education docs"
TN_ZERO_TILL_001,Zero-Till Cultivation Incentive (Tamil Nadu),Conservation agriculture promotion,"Key benefits of this initiative include equipment subsidy. Furthermore, it offers reduced tillage benefits. Additionally, the scheme provides soil health improvement.",This scheme is primarily targeted at farmers in tamil nadu.,"Aadhaar card, Bank account, Land records",https://tnfr.agristack.gov.in/farmer-registry-tn/#/,Tamil Nadu,All Crops,"Small,Marginal,Large",Technology,"Aadhaar, Bank account, Land docs"
TN_FARM_POND_001,Farm Pond Scheme (Tamil Nadu),Rainwater harvesting structures,"This program offers significant advantages such as subsidy for farm pond construction. Furthermore, it offers water conservation. Additionally, the scheme provides life-saving irrigation.",This scheme is primarily targeted at all farmers in tamil nadu.,"Aadhaar card, Bank account, Land records",https://tnhorticulture.tn.gov.in/tnhortnet/scheme-registration,Tamil Nadu,All Crops,"Small,Marginal,Large",Infrastructure,"Aadhaar, Bank account, Land docs"
MYSCHEME_001,myScheme Portal,Unified government schemes discovery portal,"Key benefits of this initiative include search schemes by eligibility. Furthermore, it offers centralized information. Additionally, the scheme provides multiple scheme access. Moreover, beneficiaries receive direct links.",Eligibility for this program is extended to all citizens including farmers.,Basic details for eligibility check,https://www.myscheme.gov.in,All States,All Crops,"Small,Marginal,Large",Technology,Basic details
UMANG_001,UMANG App,Unified Mobile Application for New-age Governance,"Under this scheme, beneficiaries are entitled to access to multiple government services. Furthermore, it offers agriculture schemes. Additionally, the scheme provides direct applications. Moreover, beneficiaries receive status tracking.",The scheme is designed to benefit all citizens including farmers.,"Smartphone, Aadhaar for registration",Download UMANG App from Play Store/App Store,All States,All Crops,"Small,Marginal,Large",Technology,"Smartphone, Aadhaar"
KISAN_RATH_001,Kisan Rath Mobile App,Transportation solution for agricultural produce,"Under this scheme, beneficiaries are entitled to connect farmers with transporters. Furthermore, it offers fair pricing. Additionally, the scheme provides reduced wastage. Moreover, beneficiaries receive quick transport.",Eligibility for this program is extended to all farmers.,"Mobile phone, Registration details",Download Kisan Rath App,All States,All Crops,"Small,Marginal,Large",Market Access,Mobile phone
ENAM_MOBILE_001,e-NAM Mobile App,Mobile application for national agriculture market,"The scheme provides comprehensive support including mobile trading. Furthermore, it offers price discovery. Additionally, the scheme provides market information. Moreover, beneficiaries receive bidding facility.",This scheme is primarily targeted at registered farmers on e-nam.,"Smartphone, e-NAM registration",Download e-NAM App,All States,All Crops,"Small,Marginal,Large",Market Access,"Smartphone, e-NAM registration"
AGMARKNET_001,AGMARKNET,Agricultural marketing information network,"This program offers significant advantages such as daily market prices. Furthermore, it offers arrival data. Additionally, the scheme provides commodity prices across mandis. Moreover, beneficiaries receive market trends.",This scheme is primarily targeted at all farmers.,Internet access,https://agmarknet.gov.in/,All States,All Crops,"Small,Marginal,Large",Advisory,Internet access
NBHM_BEE_001,National Beekeeping & Honey Mission - Beehive Support,Financial assistance for establishing bee colonies and honey production,"Key benefits of this initiative include 100% assistance for public sector. Furthermore, it offers 50% subsidy up to ₹3 lakh for private sector. Additionally, the scheme provides released in 3 installments (50%. Moreover, beneficiaries receive 25%. It also aims to ensure 25%).","Applicants must fall under the category of farmers. The scheme also covers fpos. It is applicable to shgs. Furthermore, eligibility extends to cooperatives. Additionally, it includes entrepreneurs in scientific beekeeping.","Aadhaar card, Bank account, Training certificate, Land documents",https://madhukranti.in/NBB/frm_registration_new.aspx,All States,All Crops - Beekeeping,"Small,Marginal,Large",Allied Sector,"Aadhaar, Training cert, Land docs"
SWEET_KRANTI_001,Sweet Kranti (Honey Mission) - KVIC,Promotion of beekeeping for honey production and rural livelihood,"Key benefits of this initiative include training support. Furthermore, it offers subsidy for bee colonies. Additionally, the scheme provides equipment support. Moreover, beneficiaries receive market linkage. It also aims to ensure backward linkage support.","The scheme is designed to benefit adivasis. The scheme also covers farmers. It is applicable to unemployed youth. Furthermore, eligibility extends to women. Additionally, it includes rural communities.","Aadhaar card, Training participation certificate",https://kvic.gov.in/,All States,Beekeeping,"Small,Marginal,Large",Allied Sector,Aadhaar
HP_MADHU_001,Mukhyamantri Madhu Vikas Yojana (HP),Beekeeping promotion in Himachal Pradesh,"The scheme provides comprehensive support including 80% subsidy for up to 50 bee colonies per beneficiary. Furthermore, it offers training programs. Additionally, the scheme provides equipment subsidies. Moreover, beneficiaries receive transportation support.",Applicants must fall under the category of residents of himachal pradesh. The scheme also covers unemployed youth. It is applicable to farmers.,"Aadhaar card, Residence proof, Bank account",https://agriculture.hp.gov.in,Himachal Pradesh,Beekeeping,"Small,Marginal,Large",Allied Sector,"Aadhaar, Residence proof"
MIDH_MUSH_001,MIDH - Mushroom Production Units,Support for mushroom cultivation and compost making units,"Under this scheme, beneficiaries are entitled to ₹20 lakh for production and compost units. Furthermore, it offers ₹15 lakh for spawn units. Additionally, the scheme provides 100% for public sector. Moreover, beneficiaries receive 40% for private.","Eligibility for this program is extended to farmers. The scheme also covers shgs. It is applicable to fpos. Furthermore, eligibility extends to entrepreneurs in mushroom farming.","Aadhaar card, Bank account, Project proposal, Training certificate",https://megedistrict.gov.in/viewServiceApplicationForm.do,All States,Mushroom,"Small,Marginal,Large",Production,"Aadhaar, Project proposal"
RKVY_MUSH_001,RKVY - Oyster Mushroom Promotion,Promotion of oyster mushroom farming especially for women farmers,"Under this scheme, beneficiaries are entitled to financial support for 500 units in 14 districts. Furthermore, it offers training at kvks. Additionally, the scheme provides minimal investment required.","This scheme is primarily targeted at small farmers. The scheme also covers marginal farmers. It is applicable to landless laborers. Furthermore, eligibility extends to women shgs.","Aadhaar card, SHG membership (if applicable), Training certificate",Contact State Agriculture Department,Multiple States,Oyster Mushroom,"Small,Marginal",Production,Aadhaar
WIF_001,Warehouse Infrastructure Fund - NABARD,Credit for construction of warehouses silos cold storage for agricultural commodities,"Key benefits of this initiative include nabard loans for minimum 5000 mt capacity. Furthermore, it offers low interest rates. Additionally, the scheme provides long repayment period.","This scheme is primarily targeted at public sector. The scheme also covers private sector. It is applicable to pacs. Furthermore, eligibility extends to cooperatives. Additionally, it includes fpos, and individuals.","Project report, Land documents, Registration certificates, Financial statements",https://kipfinancial.com/nabard-subsidy-on-warehouse/#,All States,All Crops,"Small,Marginal,Large",Infrastructure,"Project report, Land docs, Financial statements"
PMKSY_SAMPADA_001,PM Kisan SAMPADA Yojana,Modern infrastructure for food processing sector from farm to retail,"Under this scheme, beneficiaries are entitled to processing capacity 255. 66 lmt/year. Furthermore, it offers 1601 projects approved. Additionally, the scheme provides cold chain infrastructure. Moreover, beneficiaries receive post-harvest management.","Applicants must fall under the category of farmers. The scheme also covers fpos. It is applicable to food processing units. Furthermore, eligibility extends to entrepreneurs.","Project proposal, Registration documents, Bank account, Land documents",https://www.mofpi.gov.in/,All States,All Crops - Food Processing,"Small,Marginal,Large",Infrastructure,"Project proposal, Registration docs"
CAP_SUBSIDY_001,Capital Investment Subsidy for Cold Storage,Subsidy for cold storage projects to promote scientific storage,"The scheme provides comprehensive support including 35-50% subsidy for cold storage projects. Furthermore, it offers support for perishable commodities. Additionally, the scheme provides modern infrastructure.","Eligibility for this program is extended to individuals. The scheme also covers companies. It is applicable to fpos. Furthermore, eligibility extends to cooperatives establishing cold storage.","Project report, Registration documents, Bank account, Technical clearance",https://www.mofpi.gov.in/,All States,"Fruits,Vegetables,Horticulture","Small,Marginal,Large",Infrastructure,"Project report, Technical clearance"
PACS_STORAGE_001,PACS Computerization & Storage Development,Village-level storage through computerized PACS,"This program offers significant advantages such as ₹2516 crore for computerization. Furthermore, it offers 73492 pacs computerized. Additionally, the scheme provides 500-2000 mt capacity. Moreover, beneficiaries receive decentralized storage.",Applicants must fall under the category of primary agricultural credit societies (pacs).,"PACS registration, Computerization certification",Contact State Cooperation Department,All States,All Crops,"Small,Marginal,Large",Infrastructure,PACS registration
WLGSP_001,World's Largest Grain Storage Plan - Cooperative Sector,Decentralized grain storage through PACS with ownership model,"Key benefits of this initiative include 9-year fci rental guarantee for 2500+ mt capacity. Furthermore, it offers 2+8 year loan repayment. Additionally, the scheme provides infrastructure subsidy. Moreover, beneficiaries receive road and weighing support.",Eligibility for this program is extended to pacs. The scheme also covers cooperative societies. It is applicable to village-level storage units.,"PACS registration, Project proposal, Land documents, Membership records",https://www.cooperation.gov.in/,All States,Foodgrains,"Small,Marginal,Large",Infrastructure,"PACS registration, Project proposal"
WDC_PMKSY_001,Watershed Development Component - PMKSY 2.0,Integrated watershed management for rainfed areas,"Key benefits of this initiative include ₹49. 50 lakh hectares target (2021-2026). Furthermore, it offers soil and water conservation. Additionally, the scheme provides climate resilient agriculture. Moreover, beneficiaries receive livelihood enhancement.",Eligibility for this program is extended to farmers in rainfed/watershed areas.,"Aadhaar card, Land records, Watershed committee membership",https://pmksy.gov.in/,All States,All Crops - Rainfed,"Small,Marginal,Large",Sustainability,"Aadhaar, Land records"
REWARD_001,Rejuvenating Watersheds for Agricultural Resilience (REWARD),Science-based participatory watershed management in Karnataka and Odisha,"The scheme provides comprehensive support including world bank assisted. Furthermore, it offers 2021-2026 implementation. Additionally, the scheme provides spatial data and technology use. Moreover, beneficiaries receive institutional strengthening.",The scheme is designed to benefit farmers in karnataka and odisha watershed areas.,"Aadhaar card, Land records, Watershed registration",Contact State Agriculture Department,"Karnataka, Odisha",All Crops,"Small,Marginal,Large",Sustainability,"Aadhaar, Land records"
