n,p,k,temperature,humidity,ph,rainfall,npk_total,n_to_p_ratio,n_to_k_ratio,p_to_k_ratio,npk_balance,moisture_index,gdd_proxy,is_low_rainfall,is_high_rainfall,is_very_high_rainfall,is_cool,is_hot,is_very_hot,ph_deviation,is_acidic,is_alkaline,is_very_acidic,is_very_alkaline,ph_deviation_squared,ph_n_interaction,ph_p_interaction,annual_rainfall,yield,label
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,75,0.5,1.3333333333333333,2.6666666666666665,1.199999952000002,39.673118645738626,26.04669572258054,1,0,0,0,1,0,0.6994953679999991,0,0,0,0,0.4892937698534542,143.98990736,287.97981472,1718.1297051428573,7.555392696430939,mungbean
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,101,0.8372093023255814,1.6363636363636365,1.9545454545454546,0.6930692863444768,50.88143336342291,24.255765879260487,1,0,0,0,0,0,0.11011783399999953,1,0,0,0,0.012125937364851451,230.035757976,274.764933138,1718.1297051428573,7.555392696430939,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,86,0.24561403508771928,0.9333333333333333,3.8,1.9767441170903215,33.359329904326835,24.841037217260165,1,0,0,0,1,0,0.1234382820000004,0,0,0,0,0.015237009463111623,92.728135948,377.535982074,1718.1297051428573,7.555392696430939,mungbean
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,94,0.18333333333333332,0.4782608695652174,2.608695652173913,1.82978717564509,45.22292389725099,24.1937331086602,1,0,0,0,0,0,0.5330127770000006,0,0,0,0,0.28410262044525236,77.363140547,421.98076662000005,1718.1297051428573,7.555392696430939,mungbean
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,84,0.1694915254237288,0.6666666666666666,3.933333333333333,2.2142856352040843,52.570637038005366,26.63982831595338,1,0,0,0,1,0,0.17599549000000003,1,0,0,0,0.030974412500340113,63.2400451,373.11626609,1718.1297051428573,7.555392696430939,mungbean
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,92,0.11666666666666667,0.28,2.4,1.913043415879019,46.3870588223577,23.40071130399773,1,0,0,0,1,0,0.10236329099999963,1,0,0,0,0.010478243344350607,44.783456963000006,383.85820254000004,1718.1297051428573,7.555392696430939,mungbean
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,64,0.0425531914893617,0.13333333333333333,3.1333333333333333,2.406249887207036,50.2308955485753,25.684391819890557,1,0,0,0,1,0,0.09854429399999987,1,0,0,0,0.009710977879958409,12.802911412,300.868418182,1718.1297051428573,7.555392696430939,mungbean
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,87,0.4444444444444444,0.9090909090909091,2.0454545454545454,1.1034482378121298,49.461776812150525,26.628150167261428,1,0,0,0,1,0,0.4045870159999998,0,0,0,0,0.1636906535157841,138.09174031999999,310.70641572,1718.1297051428573,7.555392696430939,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,56,0.05128205128205128,0.13333333333333333,2.6,2.178571311862251,41.13964256220804,23.27511980203942,1,0,0,0,1,0,0.02144286399999995,1,0,0,0,0.00045979641652249385,12.957114272,252.663728304,1718.1297051428573,7.555392696430939,mungbean
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,91,0.675,1.125,1.6666666666666667,0.6373626163506829,47.55960244880785,25.05516835627775,1,0,0,0,0,0,0.563022095,0,0,0,0,0.316993879458189,190.701596565,282.5208838,1718.1297051428573,7.555392696430939,mungbean
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,98,0.7291666666666666,2.3333333333333335,3.2,1.0816326199500221,48.13076346314591,23.70644765682921,1,0,0,0,0,0,0.4817583620000008,0,0,0,0,0.23209111935692378,244.36154267000003,335.12440137600004,1718.1297051428573,7.555392696430939,mungbean
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,88,0.06779661016949153,0.16,2.36,2.022727203770663,44.75908879153107,22.68595645066453,1,0,0,0,0,0,0.27286586099999965,1,0,0,0,0.07445577809927113,24.908536556,367.40091420100003,1718.1297051428573,7.555392696430939,mungbean
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,73,0.020833333333333332,0.041666666666666664,2.0,1.9452053995121066,50.537862237418324,25.121516844949433,1,0,0,0,1,0,0.26716303799999963,1,0,0,0,0.07137608887338924,6.232836962,299.176174176,1718.1297051428573,7.555392696430939,mungbean
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,100,0.8372093023255814,1.7142857142857142,2.0476190476190474,0.7399999778000006,44.91632362648177,24.0688251648077,1,0,0,0,1,0,0.6404378590000004,0,0,0,0,0.4101606512405044,257.055762924,307.038827937,1718.1297051428573,7.555392696430939,mungbean
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,81,0.2391304347826087,0.4583333333333333,1.9166666666666667,1.407407355281209,50.76364903577152,24.8340155650916,1,0,0,0,0,0,0.04074797699999966,1,0,0,0,0.001660397629592501,71.05177225300001,297.125593058,1718.1297051428573,7.555392696430939,mungbean
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,100,0.723404255319149,1.7894736842105263,2.473684210526316,0.8599999742000007,45.41759950288901,23.339075845896783,1,0,0,0,0,0,0.0687954039999994,0,0,0,0,0.004732807611523133,223.33904373599998,308.73338398799996,1718.1297051428573,7.555392696430939,mungbean
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,83,0.4772727272727273,1.1666666666666667,2.4444444444444446,1.1807228488895356,43.85589120784493,23.52286917999898,1,0,0,0,0,0,0.6285108900000003,0,0,0,0,0.39502593884859244,149.69872869,313.65447916,1718.1297051428573,7.555392696430939,mungbean
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,95,0.29310344827586204,0.85,2.9,1.6631578422160682,33.71208658572967,24.113623901361663,1,0,0,0,1,0,0.07062120999999966,1,0,0,0,0.004987355301864052,109.29943943,372.90396982000004,1718.1297051428573,7.555392696430939,mungbean
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,86,0.625,1.1904761904761905,1.9047619047619047,0.7906976468361285,35.84382316995613,22.50252322858461,1,0,0,0,0,0,0.25109908099999956,1,0,0,0,0.06305074847904434,156.222522975,249.95603676000002,1718.1297051428573,7.555392696430939,mungbean
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,58,0.05263157894736842,0.1111111111111111,2.111111111111111,1.9310343828775316,40.90506946189839,24.76316809411749,1,0,0,0,0,0,0.11989149799999943,0,0,0,0,0.014373971292683868,13.239782995999999,251.555876924,1718.1297051428573,7.555392696430939,mungbean
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,77,0.1875,0.45,2.4,1.7402596724574153,47.278272185868396,25.00189473936611,1,0,0,0,1,0,0.12243145799999944,1,0,0,0,0.014989461908005626,57.398116878,306.12329001600006,1718.1297051428573,7.555392696430939,mungbean
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,111,0.7551020408163265,1.48,1.96,0.6486486311176046,35.5356061371828,25.682786328256892,1,0,0,0,1,0,0.08454040799999962,1,0,0,0,0.0071470805848064005,237.37200490400002,314.357520008,1718.1297051428573,7.555392696430939,mungbean
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,89,0.9473684210526315,2.4,2.533333333333333,0.9887640116146961,50.802735285499296,24.846010350438036,1,0,0,0,1,0,0.17933798799999945,1,0,0,0,0.032162113939887944,227.54383243200002,240.18515645600002,1718.1297051428573,7.555392696430939,mungbean
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,113,0.6896551724137931,2.6666666666666665,3.8666666666666667,1.203539791056466,37.80684524976879,25.813226864715126,1,0,0,0,1,0,0.47840028200000084,0,0,0,0,0.22886682981768033,279.13601128000005,404.747216356,1718.1297051428573,7.555392696430939,mungbean
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,90,0.6818181818181818,1.875,2.75,0.9333333022222232,42.20438408921244,24.64379970828594,1,0,0,0,1,0,0.05766440700000075,1,0,0,0,0.0033251838346617353,193.27006778999998,283.462766092,1718.1297051428573,7.555392696430939,mungbean
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,83,0.01694915254237288,0.043478260869565216,2.5652173913043477,2.265060159094211,38.16953731274662,23.946100212702863,1,0,0,0,0,0,0.6843988320000003,0,0,0,0,0.4684017612429646,7.184398832,423.879531088,1718.1297051428573,7.555392696430939,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,79,0.1875,0.4090909090909091,2.1818181818181817,1.6455695577631813,43.121476705971034,24.1882776483629,1,0,0,0,0,0,0.09707377899999958,1,0,0,0,0.00942331856934076,57.626335989000005,307.340458608,1718.1297051428573,7.555392696430939,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,72,0.34146341463414637,0.8235294117647058,2.411764705882353,1.4166666076388912,32.25221289047075,25.774599487421323,1,0,0,0,1,0,0.5859823249999998,0,0,0,0,0.3433752852124054,99.20375254999999,290.525275325,1718.1297051428573,7.555392696430939,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,106,0.6730769230769231,1.8421052631578947,2.736842105263158,0.9433961997152019,33.672145429464564,24.367252876028175,1,0,0,0,0,0,0.19857408499999973,0,0,0,0,0.03943166723358712,234.450092975,348.32585242,1718.1297051428573,7.555392696430939,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,96,0.6458333333333334,1.8235294117647058,2.823529411764706,0.9999999687500011,46.77250736637576,25.109555651653167,1,0,0,0,1,0,0.09473942400000013,0,0,0,0,0.0089755584598518,204.436922144,316.547492352,1718.1297051428573,7.555392696430939,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,65,0.0975609756097561,0.2,2.05,1.7846153022485245,31.381484388978986,23.587403549098262,1,0,0,0,1,0,0.1479655080000004,0,0,0,0,0.021893791557698185,26.591862032,272.56658582800003,1718.1297051428573,7.555392696430939,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,92,0.8108108108108109,1.2,1.48,0.41304346479206094,43.9161940532123,23.956337162104568,1,0,0,0,1,0,0.6200324889999997,0,0,0,0,0.3844402874155348,213.60097467,263.441202093,1718.1297051428573,7.555392696430939,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,64,0.2571428571428571,0.45,1.75,1.281249939941409,32.82261559500836,22.200707740541596,1,0,0,0,0,0,0.41380932000000037,0,0,0,0,0.17123815331886272,62.22428388,241.98332620000002,1718.1297051428573,7.555392696430939,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,81,0.4878048780487805,1.0,2.05,1.0370369986282593,45.571202121417414,26.195753523001642,1,0,0,0,1,0,0.5730482639999996,0,0,0,0,0.3283843128734133,141.46096527999998,289.994978824,1718.1297051428573,7.555392696430939,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,110,0.74,1.608695652173913,2.1739130434782608,0.7454545251239677,49.56901811619481,26.23868868314479,1,0,0,0,1,0,0.030470700000000406,0,0,0,0,0.0009284635584900248,241.62741590000002,326.52353500000004,1718.1297051428573,7.555392696430939,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,90,0.9714285714285714,1.619047619047619,1.6666666666666667,0.5999999800000007,48.10702302170706,23.517507293798797,1,0,0,0,1,0,0.18438135700000036,0,0,0,0,0.03399648480916158,227.26896613800002,233.953347495,1718.1297051428573,7.555392696430939,mungbean
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,66,0.3783783783783784,0.9333333333333333,2.466666666666667,1.3636363016528954,41.09501471798506,23.4816318360659,1,0,0,0,0,0,0.08135137399999959,0,0,0,0,0.006618046051687809,92.13891923599999,243.510000838,1718.1297051428573,7.555392696430939,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,84,0.5897435897435898,1.0454545454545454,1.7727272727272727,0.7857142576530622,34.45175712700496,23.984333357736038,1,0,0,0,1,0,0.3648391499999999,0,0,0,0,0.13310760537272243,157.89130045,267.72872685,1718.1297051428573,7.555392696430939,mungbean
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,71,0.1111111111111111,0.23809523809523808,2.142857142857143,1.8028168252330918,37.88940360071588,24.962170037469566,1,0,0,0,1,0,0.012875782999999252,1,0,0,0,0.00016578578786306976,32.435621085,291.92058976500005,1718.1297051428573,7.555392696430939,mungbean
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,79,0.5945945945945946,1.1,1.85,0.8101265515141816,33.95860507941684,23.89603386433281,1,0,0,0,0,0,0.10573306799999926,0,0,0,0,0.011179481668692468,145.32612749599997,244.41212351599998,1718.1297051428573,7.555392696430939,mungbean
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,108,0.7843137254901961,2.3529411764705883,3.0,1.0555555262345688,43.07418667653299,24.683293286276754,1,0,0,0,1,0,0.36060278200000084,0,0,0,0,0.13003436638614013,274.42411128000003,349.89074188200004,1718.1297051428573,7.555392696430939,mungbean
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,103,0.48214285714285715,1.35,2.8,1.2621358855688578,44.89773743841017,25.447523689162917,1,0,0,0,1,0,0.08125700999999985,1,0,0,0,0.006602701674140076,173.30606073,359.44960744,1718.1297051428573,7.555392696430939,mungbean
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,93,0.775,1.4090909090909092,1.8181818181818181,0.5806451425598341,45.97089455457115,25.338889664108834,1,0,0,0,1,0,0.13448636599999997,1,0,0,0,0.018086582639885947,197.330922654,254.62054536,1718.1297051428573,7.555392696430939,mungbean
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,95,1.0555555555555556,1.8095238095238095,1.7142857142857142,0.6736841892520782,30.660672223847378,23.79274371031755,1,0,0,0,1,0,0.056372966000000524,0,0,0,0,0.003177911295637215,249.14217270800003,236.029426776,1718.1297051428573,7.555392696430939,mungbean
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,60,0.16216216216216217,0.35294117647058826,2.176470588235294,1.6999999150000042,30.649343543738883,22.567577072141095,1,0,0,0,1,0,0.2606942279999993,0,0,0,0,0.06796148051251562,40.564165368,250.14568643599998,1718.1297051428573,7.555392696430939,mungbean
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,71,0.1276595744680851,0.3333333333333333,2.611111111111111,1.9718309025986942,32.244984334574916,23.411160993420598,1,0,0,0,1,0,0.21527666299999915,0,0,0,0,0.0463440416324152,40.291659978,315.61800316099993,1718.1297051428573,7.555392696430939,mungbean
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,85,0.5454545454545454,1.411764705882353,2.588235294117647,1.105882313910036,40.549630938853404,23.898202800858872,1,0,0,0,1,0,0.1663805120000008,0,0,0,0,0.027682474773382416,159.99313228800003,293.32074252800004,1718.1297051428573,7.555392696430939,mungbean
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,103,0.423728813559322,1.3157894736842106,3.1052631578947367,1.436893162032238,36.7819390181619,24.324703817984794,1,0,0,0,1,0,0.12662979799999974,0,0,0,0,0.016035105741520738,165.66574495,390.971158082,1718.1297051428573,7.555392696430939,mungbean
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,109,0.5714285714285714,1.5238095238095237,2.6666666666666665,1.0825687775439787,51.69205742677162,24.281705008584673,1,0,0,0,0,0,0.2027724649999998,0,0,0,0,0.04111667256217614,214.48871888,375.35525803999997,1718.1297051428573,7.555392696430939,mungbean
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,71,0.17777777777777778,0.4444444444444444,2.5,1.8028168252330918,36.94522063152463,23.858268459068565,1,0,0,0,0,0,0.5110305149999999,0,0,0,0,0.26115218726116507,56.08824412,315.496373175,1718.1297051428573,7.555392696430939,mungbean
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,75,0.48717948717948717,1.1176470588235294,2.2941176470588234,1.1199999552000017,36.38036754667218,23.952015624686478,1,0,0,0,1,0,0.39015649500000027,0,0,0,0,0.15222209059068523,130.912973405,268.716103305,1718.1297051428573,7.555392696430939,mungbean
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,91,1.054054054054054,2.6,2.466666666666667,1.010988977659704,50.14358932541958,24.29659323681265,1,0,0,0,1,0,0.3217470520000001,0,0,0,0,0.10352116547069076,266.048135028,252.404640924,1718.1297051428573,7.555392696430939,mungbean
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,89,0.8918918918918919,1.736842105263158,1.9473684210526316,0.7191010993561426,37.6360853659276,24.171839426683984,1,0,0,0,0,0,0.6831899220000004,0,0,0,0,0.46674846952236665,237.045267426,265.778027114,1718.1297051428573,7.555392696430939,mungbean
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,97,0.48148148148148145,1.5294117647058822,3.176470588235294,1.3402061441173359,44.02459669179992,25.39493558772073,1,0,0,0,1,0,0.22741177999999973,1,0,0,0,0.05171611768276828,163.08729372000002,338.71976388,1718.1297051428573,7.555392696430939,mungbean
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,87,0.4117647058823529,1.4,3.4,1.5172413269916782,43.07956087708946,26.190157025593162,1,0,0,0,1,0,0.17912748200000017,0,0,0,0,0.03208665480766038,140.261677122,340.635501582,1718.1297051428573,7.555392696430939,mungbean
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,96,0.4074074074074074,1.1,2.7,1.3749999570312514,34.30257234454247,23.888272008307823,1,0,0,0,1,0,0.1898251550000003,0,0,0,0,0.03603358947077414,147.17615341,361.25055837,1718.1297051428573,7.555392696430939,mungbean
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,90,0.6444444444444445,1.8125,2.8125,0.9999999666666678,37.90878291943811,24.999767576526818,1,0,0,0,1,0,0.08338193899999968,0,0,0,0,0.006952547751399668,190.918076231,296.25218725499997,1718.1297051428573,7.555392696430939,mungbean
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,65,0.1,0.19047619047619047,1.9047619047619047,1.692307614201187,35.64321515121941,23.169556675601648,1,0,0,0,1,0,0.22555106200000008,0,0,0,0,0.05087328156932788,26.902204248,269.02204248,1718.1297051428573,7.555392696430939,mungbean
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,69,0.2702702702702703,0.45454545454545453,1.6818181818181819,1.2173912514177716,52.16615713611781,25.604156118387408,1,0,0,0,1,0,0.5697478139999994,0,0,0,0,0.3246125715577779,70.69747813999999,261.580669118,1718.1297051428573,7.555392696430939,mungbean
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,67,0.09090909090909091,0.21052631578947367,2.3157894736842106,1.9402984205836526,36.13152396016853,23.351156293212384,1,0,0,0,0,0,0.42199387799999943,0,0,0,0,0.17807883306947841,27.687975511999998,304.56773063199995,1718.1297051428573,7.555392696430939,mungbean
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,82,0.4444444444444444,1.1764705882352942,2.6470588235294117,1.2926828795359921,31.174022703464047,23.581169143488108,1,0,0,0,1,0,0.2709553170000003,0,0,0,0,0.07341678381057065,135.41910634,304.692989265,1718.1297051428573,7.555392696430939,mungbean
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,91,0.5111111111111111,1.0,1.9565217391304348,0.9670329351527603,48.65502210234229,24.946763901351822,1,0,0,0,1,0,0.4831304660000004,0,0,0,0,0.23341504717737757,160.61200071800002,314.24087097,1718.1297051428573,7.555392696430939,mungbean
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,94,0.5208333333333334,1.1904761904761905,2.2857142857142856,1.0638297532820291,43.877873464407166,23.74294263753467,1,0,0,0,1,0,0.23231567200000036,1,0,0,0,0.05397057145681175,156.69210819999998,300.84884774399995,1718.1297051428573,7.555392696430939,mungbean
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,150,0.7088607594936709,3.7333333333333334,5.266666666666667,1.3999999720000007,45.434444791100915,18.63389109028368,1,0,0,0,1,0,0.9545321370000002,0,0,0,0,0.9111316005657871,417.453799672,588.908038823,1718.1297051428573,7.555392696430939,blackgram
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,108,0.4032258064516129,1.1904761904761905,2.9523809523809526,1.444444404320989,45.75666483255211,18.216778291621925,1,0,0,0,0,0,0.5400560939999997,0,0,0,0,0.29166058466653644,176.00140234999998,436.483477828,1718.1297051428573,7.555392696430939,blackgram
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,125,0.6885245901639344,1.9090909090909092,2.772727272727273,0.9439999773440008,43.74625957483628,16.364805859737466,1,0,0,0,0,0,0.9186506679999997,0,0,0,0,0.8439190498168457,311.58332805599997,452.537690748,1718.1297051428573,7.555392696430939,blackgram
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,140,0.5753424657534246,1.68,2.92,1.1285714043877557,49.22257191723403,22.876515284117023,1,0,0,0,1,1,0.0018693140000003439,0,0,0,0,3.4943348305972858e-06,273.078511188,474.63645992200003,1718.1297051428573,7.555392696430939,blackgram
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,120,0.7586206896551724,2.4444444444444446,3.2222222222222223,1.0999999725000007,47.16965913077148,18.2421950475003,1,0,0,0,1,0,0.31441092799999915,0,0,0,0,0.09885423164582065,299.834080832,395.23583382399994,1718.1297051428573,7.555392696430939,blackgram
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,121,0.9090909090909091,3.125,3.4375,1.2066115403319453,40.679392883910914,18.826133406216808,1,0,0,0,1,0,1.0814428879999998,0,1,0,0,1.16951872000578,379.0721444,416.97935884,1718.1297051428573,7.555392696430939,blackgram
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,128,0.4861111111111111,1.6666666666666667,3.4285714285714284,1.3749999677734384,42.97975469257881,21.88115969105612,1,0,0,0,1,1,1.2414187720000003,0,1,0,0,1.5411205674739887,270.94965702,557.382151584,1718.1297051428573,7.555392696430939,blackgram
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,114,0.46875,1.5,3.2,1.3684210166204998,41.88163746840791,20.850491017305018,1,0,0,0,1,1,0.07353161400000019,0,0,0,0,0.005406898257445024,197.20594842,420.706023296,1718.1297051428573,7.555392696430939,blackgram
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,112,0.421875,1.2857142857142858,3.0476190476190474,1.4285713903061235,50.60065519626074,22.55729355166661,1,0,0,0,1,1,1.0438042229999986,0,1,0,0,1.089527255952631,203.68271402099995,482.8034702719999,1718.1297051428573,7.555392696430939,blackgram
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,141,0.6756756756756757,2.9411764705882355,4.352941176470588,1.2765957175192402,46.79167442992679,17.171129445956943,1,0,0,0,0,0,0.04082079999999966,0,0,0,0,0.001666337712639972,327.04104,484.0207392,1718.1297051428573,7.555392696430939,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,136,0.5342465753424658,1.625,3.0416666666666665,1.2205882083693778,42.390856512858704,15.698429656971784,1,0,0,0,0,0,0.7240591700000003,0,0,0,0,0.5242616816610893,281.73830763,527.35631941,1718.1297051428573,7.555392696430939,blackgram
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,149,0.8507462686567164,2.28,2.68,0.9932885706049283,43.0055549948492,21.548094574853206,1,0,0,0,1,1,1.0513643190000002,0,1,0,0,1.1053669312663341,430.427766183,505.941409373,1718.1297051428573,7.555392696430939,blackgram
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,134,0.8253968253968254,2.736842105263158,3.3157894736842106,1.149253705613723,46.137834652022796,20.21606283025326,1,0,0,0,1,0,0.4288986589999997,0,0,0,0,0.18395405969199802,360.302730268,436.52061551699995,1718.1297051428573,7.555392696430939,blackgram
55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,143,0.8333333333333334,2.5,3.0,1.0769230543302857,45.84333899317129,21.265819808563144,1,0,0,0,1,0,1.2477752629999994,0,1,0,0,1.5569431069547177,426.12763946499996,511.35316735799995,1718.1297051428573,7.555392696430939,blackgram
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,125,0.9107142857142857,2.8333333333333335,3.111111111111111,1.1359999727360008,45.50123560813913,18.060847841989823,1,0,0,0,1,0,0.20650591500000015,0,0,0,0,0.042644692929987287,342.031801665,375.56433124,1718.1297051428573,7.555392696430939,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,117,0.5454545454545454,2.4,4.4,1.3846153491124271,46.55806992069307,20.863696456709025,1,0,0,0,1,0,0.16823855600000037,0,0,0,0,0.02830421172496526,240.056588016,440.10374469600004,1718.1297051428573,7.555392696430939,blackgram
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,133,1.0727272727272728,3.1052631578947367,2.8947368421052633,1.1428571170784108,43.11380972802677,19.843070574692113,1,0,0,0,1,0,0.8323751379999997,0,0,0,0,0.6928483703605186,432.610133142,403.28063259,1718.1297051428573,7.555392696430939,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,131,0.8620689655172413,2.1739130434782608,2.5217391304347827,0.9465648638191254,43.60043412345663,17.38457352588758,1,0,0,0,0,0,1.0968020249999997,0,1,0,0,1.2029746820440999,379.84010125,440.61451745,1718.1297051428573,7.555392696430939,blackgram
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,120,0.46153846153846156,1.2,2.6,1.249999968750001,46.18879885112829,21.24343622715213,1,0,0,0,1,1,1.20650895,0,1,0,0,1.4556638464301024,231.1952685,500.92308175,1718.1297051428573,7.555392696430939,blackgram
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,100,0.3225806451612903,1.1111111111111112,3.4444444444444446,1.7199999484000017,40.235073918021236,19.082640527960688,1,0,0,0,1,0,0.8665426470000002,0,0,0,0,0.7508961590697669,147.33085294,456.72564411400003,1718.1297051428573,7.555392696430939,blackgram
58,71,15,27.82592799,67.58618829999999,6.919243702,74.01229707,144,0.8169014084507042,3.8666666666666667,4.733333333333333,1.3749999713541674,50.02209046288558,18.806484087543804,1,0,0,0,0,0,0.41924370200000016,0,0,0,0,0.17576528166666494,401.316134716,491.266302842,1718.1297051428573,7.555392696430939,blackgram
25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,120,0.352112676056338,1.0416666666666667,2.9583333333333335,1.549999961250001,45.28534159414859,17.225029682949547,1,0,0,0,1,0,0.6877218179999991,0,0,0,0,0.47296129895322386,179.69304544999997,510.32824907799994,1718.1297051428573,7.555392696430939,blackgram
52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,139,0.7323943661971831,3.25,4.4375,1.3093524897262052,49.20220895598662,19.01487128856528,1,0,0,0,0,0,0.5758864720000005,0,0,0,0,0.3316452286326074,367.94609654400006,502.38793951200006,1718.1297051428573,7.555392696430939,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,121,0.6349206349206349,2.2222222222222223,3.5,1.123966914281812,42.6445743357372,20.580372412402347,1,0,0,0,1,0,0.2444116799999998,0,0,0,0,0.059737069320422304,269.7764672,424.89793584,1718.1297051428573,7.555392696430939,blackgram
20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,105,0.3333333333333333,0.8,2.4,1.4285713877551034,42.278196740095325,18.879263939914782,1,0,0,0,0,0,0.2264690879999991,0,0,0,0,0.05128824781955133,134.52938175999998,403.58814527999994,1718.1297051428573,7.555392696430939,blackgram
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,130,0.7868852459016393,2.2857142857142856,2.9047619047619047,1.030769206982249,40.488217292937335,18.683689433732678,1,0,0,0,1,0,0.12826488299999994,0,0,0,0,0.016451880211003675,318.156714384,404.324157863,1718.1297051428573,7.555392696430939,blackgram
